"","ID","EARNINGS","S","EXP","BYEAR","AGE","AGEMBTH","HHINC97","POVRAT97","PRMONM","PRMONF","ASVABAR","ASVABWK","ASVABPC","ASVABMK","ASVABNO","ASVABCS","ASVABC","ASVABC4","VERBAL","ASVABMV","HEIGHT","WEIGHT04","WEIGHT11","SF","SM","SFR","SMR","SIBLINGS","JOBS","HOURS","TENURE","CATSE","COLLBARG","SEX","ETHNICITY","EDUCATION","MARITALSTAT","FAITH","METSTAT97","AREA97","CENREG97","HOUSE97","MATSTYLE","PATSTYLE","CATEMP","METSTAT11","CENREG11","AREA11"
"935",5860,15.38,19,4,1982,29,32,16045,127,10,4,0.7985516,0.9888916,1.709053,1.211585,0.7787006,1.021852,1.179773,1.316838,1.43836,91935,64,240,230,9,11,9,11,2,3,40,5.903846,"No","No","Female","Non-black, non-hispanic","Master's degree","Single, never married","Protestant","Not in MSA","Rural","South","Biological mother and father","Uninvolved","Uninvolved","Private sector","MSA, not central city","West","Rural"
"123",5301,17.2,16,5.038462,1984,27,28,69000,368,7,4,0.672789,-0.3794014,-0.1705184,0.3431016,-0.6760224,0.393015,0.2181904,0.1297642,-0.2936517,42699,74,190,230,14,16,14,16,2,8,40,1.865385,"No","No","Male","Non-black, non-hispanic","Bachelor's degree","Single, never married","Protestant","Not in MSA","Rural","North central","Biological mother and father","Authoritarian","Authoritarian","Missing value","MSA, not central city","North central","Urban"
"121",321,39.42,12,12.48077,1981,30,37,NA,NA,NA,NA,-0.2482298,0.8158832,0.5589592,0.5176129,-1.200427,-1.571152,0.240922,0.4594763,0.7327799,70777,74,200,230,12,12,12,12,1,4,40,2.480769,"No","No","Male","Non-black, non-hispanic","High school diploma","Married, spouse present","Missing value","MSA, not central city","Urban","North east","Biological mother and father",NA,NA,"Private sector","MSA, not central city","North east","Urban"
"430",4170,10,10,12.25,1980,31,18,NA,NA,NA,NA,-2.03283,-1.754349,-1.258969,-1.799688,-1.763356,-0.1912053,-1.945648,-1.916305,-1.607325,2658,68,215,190,12,11,NA,11,5,4,40,2.653846,"No","Yes","Female","Black","GED","Married, spouse present","Protestant","MSA, central city","Urban","South","Biological mother only","Authoritative",NA,"Non-profit","MSA, not central city","West","Urban"
"692",4591,12,13,7.596154,1981,30,37,16000,127,NA,NA,0.2430015,0.9308507,0.3087456,0.2483395,1.147701,-0.7062273,0.473725,0.4837409,0.6606562,73848,77,230,275,12,12,12,12,4,19,28,0.5576923,"No","No","Male","Non-black, non-hispanic","High school diploma","Cohabiting","Protestant","MSA, not central city","Rural","West","Biological mother and father",NA,NA,"Private sector","MSA, not central city","South","Rural"
"829",4017,15.34,12,7.057693,1984,27,21,14220,112,NA,8,0.4777883,1.300717,1.056085,0.2572309,0.6657884,0.3693269,0.9097494,0.8645583,1.256436,86312,68,126,160,12,10,12,NA,2,8,40,0.7307692,"No","No","Female","Non-black, non-hispanic","High school diploma","Married, spouse present","Protestant","MSA, not central city","Rural","South","Biological father only",NA,"Authoritative","Private sector","MSA, not central city","West","Urban"
"543",729,11.23,16,7.076923,1980,31,28,86800,452,NA,NA,0.4670146,0.7202979,-0.0668401,0.8527601,0.5058031,0.3617231,0.4357738,0.5515426,0.3480819,69945,71,210,240,14,14,14,14,4,9,40,2.230769,"No","No","Male","Black","Bachelor's degree","Other single","Catholic","MSA, not central city","Urban","North central","Biological mother and father","Authoritative","Authoritative","Non-profit","MSA, not central city","North central","Urban"
"1773",3037,10.44,13,6.211538,1984,27,21,17750,112,10,6,-1.296399,-0.6469,0.2086943,-0.0745902,-0.1837448,0.5675583,-0.8333218,-0.5068973,-0.2340771,38465,64,125,150,11,12,11,12,1,3,40,1.269231,"No","No","Female","Hispanic","High school diploma","Single, never married","Catholic","MSA, central city","Urban","North central","Biological mother and father","Authoritative","Uninvolved","Private sector","MSA, central city","North central","Urban"
"833",6477,12,11,7.961538,1983,28,25,30300,162,8,NA,0.4206637,0.3515007,0.3607886,-0.1485229,0.3131752,1.959854,0.4264667,0.2748451,0.3794555,60152,65,165,145,19,15,19,15,2,5,35,0.3846154,"No","No","Female","Non-black, non-hispanic","High school drop-out","Cohabiting","Protestant","Not in MSA","Urban","West","Biological mother and father","Permissive",NA,"Government","Not in MSA","South","Rural"
"394",4630,30,18,3.5,1984,27,30,46550,293,9,10,0.9967246,1.224452,0.0619023,0.6812835,-0.615683,-0.4376244,0.9007983,0.8288913,0.685591,74711,71,177,175,17,14,17,14,1,9,20,2.923077,"No","No","Female","Non-black, non-hispanic","Master's degree","Married, spouse present","Protestant","MSA, not central city","Urban","West","Biological mother and father","Authoritarian","Authoritative","Government","MSA, central city","South","Urban"
"743",3902,13.17,12,3.884615,1984,27,28,15660,124,15,13,-0.6154944,0.0190007,-0.952297,-0.8209226,-0.8049444,-0.1963805,-0.59516,-0.6637478,-0.4980976,28389,72,220,250,12,12,12,12,0,3,40,2.346154,"No","No","Male","Non-black, non-hispanic","High school diploma","Single, never married","Protestant","MSA, not central city","Rural","South","Biological mother and father","Authoritative","Authoritative","Government","MSA, not central city","West","Rural"
"1391",5637,13,12,13.34615,1980,31,23,19000,91,NA,NA,-1.415861,-0.0173152,-0.6462238,-1.497551,-1.086433,0.0291557,-0.9608933,-1.00157,-0.3542422,15790,63,140,158,12,12,12,12,3,8,40,0.3269231,"No","No","Female","Black","High school diploma","Married, spouse present","Protestant","Not in MSA","Rural","South","Biological mother and father","Permissive","Permissive","Private sector","MSA, not central city","West","Urban"
"546",5282,12.32,10,9.673077,1984,27,37,49100,227,14,10,1.04361,-0.3839546,-0.7376693,-0.4710793,0.3960744,-1.069409,0.2648869,-0.1542821,-0.5985284,35417,69,205,208,15,12,15,12,7,2,40,7.692307,"No","No","Male","Non-black, non-hispanic","High school drop-out","Cohabiting","Protestant","Not in MSA","Rural","North central","Biological mother and father","Permissive","Uninvolved","Private sector","MSA, central city","North central","Urban"
"1985",2400,9,12,10.82692,1982,29,29,73100,390,11,4,-0.4971909,-0.6923655,-1.348002,-0.3415074,0.2031678,-0.5322066,-0.8343511,-0.8062803,-1.088473,22110,69,190,100,16,12,16,12,5,14,30,2.153846,"No","No","Female","Non-black, non-hispanic","High school diploma","Single, never married","Catholic","MSA, not central city","Rural","North east","Biological mother and father","Authoritative","Authoritarian","Private sector","MSA, central city","West","Rural"
"1591",687,12,11,8.884615,1983,28,24,35100,144,12,11,-0.1909779,0.5142764,0.6410279,-0.2492354,-0.3711664,0.1673566,0.21206,0.1994757,0.6157053,49836,69,210,260,12,14,12,11,5,9,40,0.3076923,"No","No","Male","Non-black, non-hispanic","GED","Married, spouse present","Catholic","MSA, central city","Urban","North central","Other mother, biological father","Authoritative","Authoritative","Private sector","MSA, not central city","North central","Urban"
"1923",4877,9.9,16,2.884615,1984,27,24,37500,160,5,NA,-1.003365,1.024112,0.1319621,-0.4519969,-0.9129289,-0.5295714,-0.234193,-0.0843786,0.616116,45857,63,125,142,14,14,14,14,5,1,32,7.346154,"No","No","Female","Non-black, non-hispanic","High school diploma","Cohabiting","Protestant","Not in MSA","Rural","North east","Biological mother and father","Permissive",NA,"Private sector","MSA, central city","North east","Urban"
"959",4488,7.25,10,9.269231,1983,28,22,5000,46,9,NA,-1.565573,-0.9973752,-1.19276,-2.007993,-0.9016919,-0.5236481,-1.462658,-1.613491,-1.168341,6287,67,160,170,11,14,NA,14,1,5,40,0.3076923,"No","No","Female","Non-black, non-hispanic","High school drop-out","Single, never married","Other","MSA, not central city","Urban","West","Biological mother only","Authoritarian",NA,"Non-profit","MSA, not central city","South","Urban"
"1685",3892,9,10,7.846154,1980,31,20,50300,262,NA,NA,-1.789879,-0.9552677,-1.429114,-2.488774,-0.0291736,-3.610697,-1.639306,-1.865152,-1.271928,5170,68,165,155,14,12,14,12,2,8,40,1.673077,"No","No","Male","Non-black, non-hispanic","GED","Cohabiting","Protestant","MSA, not central city","Urban","South","Biological mother and father","Permissive",NA,"Private sector","MSA, not central city","West","Urban"
"941",4696,18.33,13,9.673077,1981,30,20,27500,173,NA,NA,-1.124135,-1.410616,-1.180304,-0.5319171,0.2823411,-0.6413969,-1.330186,-1.189063,-1.38207,13158,61,106,120,12,7,12,7,1,2,30,8.826923,"No","No","Female","Hispanic","High school diploma","Married, spouse present","Catholic","MSA, not central city","Urban","West","Biological mother and father",NA,NA,"Private sector","MSA, central city","South","Urban"
"441",5479,22,16,4.115385,1980,31,34,27116,165,NA,NA,1.213985,-0.1698463,0.7494124,0.5463821,0.9430168,1.194856,0.8259829,0.6541566,0.3086772,73654,61,160,150,8,12,8,12,1,6,40,1.961538,"No","No","Female","Non-black, non-hispanic","Associate's degree","Married, spouse present","Protestant","Not in MSA","Rural","North central","Biological mother and father","Permissive","Authoritative","Private sector","MSA, not central city","North central","Rural"
"1009",6569,35,12,6.076923,1984,27,25,22400,177,4,3,0.0355736,-0.5205497,-0.8766769,-0.5951146,-0.3680604,-0.5339349,-0.364833,-0.5481929,-0.745501,22010,71,190,220,13,15,NA,15,3,8,80,0.0576923,"Yes","No","Male","Non-black, non-hispanic","High school diploma","Single, never married","Catholic","MSA, central city","Urban","West","Biological mother only","Permissive","Authoritative","Private sector","MSA, not central city","South","Rural"
"739",4810,10,11,2.673077,1982,29,19,NA,NA,11,8,-1.146128,-0.0515071,-0.4194312,-1.044374,-1.322464,-0.9729286,-0.7597317,-0.7453821,-0.2515327,23489,71,136,146,12,11,12,11,8,6,14,0.4230769,"Yes","No","Male","Non-black, non-hispanic","GED","Married, spouse present","Protestant","Not in MSA","Urban","North east","Biological mother, other father","Authoritarian","Authoritarian","Private sector","MSA, not central city","North east","Urban"
"1193",4247,8.5,11,6.057693,1981,30,17,11052,35,NA,NA,-0.5156898,-0.9120439,-1.181416,-0.7852885,-0.9961627,-0.9421725,-0.8591067,-0.9504974,-1.116786,17715,71,155,162,12,11,NA,11,4,6,35,0.8846154,"No","No","Male","Black","GED","Single, never married","Protestant","MSA, not central city","Urban","South","Biological mother only",NA,NA,"Private sector","MSA, central city","West","Urban"
"630",5997,9.5,12,6.634615,1981,30,13,25400,138,NA,NA,-2.842911,-3.112362,-2.312382,-0.9496089,-0.2879161,-1.004198,-3.053471,-2.579904,-2.893284,2699,73,176,178,16,12,NA,12,4,14,18,0.2692308,"No","No","Male","Black","High school diploma","Single, never married","Protestant","MSA, not central city","Rural","South","Biological mother only",NA,NA,"Private sector","MSA, not central city","West","Rural"
"925",535,50.48,20,5.826923,1980,31,31,NA,NA,NA,NA,1.227837,0.233109,0.5169917,1.259851,0.4551905,0.5608895,0.8804563,0.9054043,0.3996195,72473,63,105,115,16,16,16,16,4,10,40,4.038462,"No","No","Female","Non-black, non-hispanic","Bachelor's degree","Single, never married","Missing value","MSA, not central city","Urban","West","Biological mother and father","Authoritarian","Authoritative","Private sector","MSA, not central city","South","Urban"
"357",979,48.56,16,7.461538,1982,29,28,128750,809,10,5,2.025032,1.048083,1.326504,2.612018,2.125457,1.879297,1.764958,1.961444,1.265921,98758,65,115,120,18,16,18,16,1,3,40,2.557692,"No","No","Female","Non-black, non-hispanic","Bachelor's degree","Single, never married","Other","MSA, not central city","Urban","West","Biological mother and father","Permissive","Uninvolved","Private sector","MSA, central city","South","Urban"
"720",865,14.86,15,4.653846,1984,27,25,93320,739,12,1,1.691481,0.843124,1.676615,1.13926,0.3194136,0.7760753,1.621533,1.496601,1.343327,92938,74,185,200,12,12,12,12,2,15,55,2.615385,"No","No","Male","Non-black, non-hispanic","Associate's degree","Cohabiting","Catholic","MSA, not central city","Urban","West","Biological mother, other father","Authoritarian","Authoritarian","Private sector","MSA, central city","South","Urban"
"1031",2273,16,12,9.038462,1981,30,18,16016,64,NA,NA,0.2323457,1.078829,0.2275651,-0.0389561,-0.0640337,-0.0198979,0.486224,0.4190569,0.6962779,68101,76,215,215,12,10,NA,10,6,3,45,4.038462,"No","No","Male","Non-black, non-hispanic","High school diploma","Married, spouse present","Catholic","MSA, central city","Urban","North east","Biological mother, other father",NA,NA,"Private sector","MSA, not central city","North east","Urban"
"1620",5283,14.17,11,11.78846,1982,29,28,27500,139,8,8,-0.1029271,-0.6411424,0.0409619,-0.0732942,0.5607532,-0.886592,-0.2219321,-0.2178901,-0.3204546,37757,74,185,190,12,12,12,12,2,6,60,0.8269231,"No","No","Male","Non-black, non-hispanic","High school drop-out","Married, spouse present","Protestant","Not in MSA","Rural","North central","Biological mother and father","Authoritative","Authoritative","Private sector","MSA, not central city","North central","Rural"
"327",5394,32.42,17,4.576923,1983,28,21,41500,222,2,0,1.757964,0.9297529,0.64214,1.028223,1.026038,0.6934801,1.397616,1.218896,0.8378624,91232,67,165,165,12,12,12,12,2,7,50,5.153846,"No","No","Female","Non-black, non-hispanic","Bachelor's degree","Single, never married","Protestant","Not in MSA","Urban","North central","Biological mother and father","Uninvolved","Uninvolved","Private sector","MSA, central city","West","Urban"
"509",2941,19,16,5,1983,28,32,246474,1627,12,8,0.6252546,0.9889441,0.2462464,0.5108788,-0.4168331,0.4117173,0.6825899,0.6629409,0.6583067,76618,69,160,155,20,16,20,16,2,4,40,4.5,"No","No","Male","Non-black, non-hispanic","Bachelor's degree","Single, never married","Protestant","MSA, not central city","Urban","North central","Biological mother and father","Authoritative","Permissive","Private sector","MSA, not central city","North central","Urban"
"1508",1586,15,15,4.730769,1983,28,20,18000,96,10,NA,-2.073854,-2.555697,-0.9536671,-1.594542,-1.298349,0.4618985,-2.1045,-2.009188,-1.871855,4667,73,140,145,16,15,16,15,5,12,40,0.8269231,"No","No","Male","Hispanic","High school diploma","Single, never married","Catholic","MSA, not central city","Urban","South","Biological mother and father","Authoritative",NA,"Private sector","MSA, not central city","West","Urban"
"1605",6327,15,16,2,1981,30,31,93000,585,NA,NA,0.1119354,0.5768419,1.307376,0.9978523,-0.5127877,-2.005952,0.5788277,0.8371865,1.004418,80845,67,140,140,18,16,18,16,1,4,30,3.115385,"No","No","Male","Non-black, non-hispanic","Bachelor's degree","Single, never married","Jewish","MSA, central city","Urban","West","Biological mother and father",NA,NA,"Non-profit","MSA, central city","South","Urban"
"675",5352,13.5,12,12.55769,1981,30,26,NA,NA,NA,NA,0.2206243,0.2672265,0.8369744,-0.4545275,-0.0491961,0.9619085,0.4242225,0.2429074,0.588453,58022,72,175,220,12,12,12,12,1,3,55,5.153846,"No","No","Male","Non-black, non-hispanic","High school diploma","Married, spouse present","Catholic","Not in MSA","Urban","North central","Biological mother and father",NA,NA,"Private sector","Not in MSA","North central","Urban"
"865",3561,35.88,18,2.673077,1984,27,29,77610,488,12,NA,0.6845104,1.356494,1.635468,0.8699868,1.70277,0.9129048,1.197891,1.271611,1.595153,94859,69,161,141,16,16,16,16,1,8,40,4.25,"No","Yes","Female","Non-black, non-hispanic","Master's degree","Single, never married","Protestant","MSA, central city","Urban","South","Biological mother and father","Authoritative",NA,"Government","MSA, central city","West","Urban"
"1926",801,40,17,4.769231,1984,27,24,137017,732,8,6,-0.6495929,-0.5660813,-0.622015,-0.3587054,0.3124894,0.8427758,-0.683915,-0.6152479,-0.6339766,19617,65,120,125,16,12,16,12,2,12,20,3.884615,"Yes","No","Female","Non-black, non-hispanic","Bachelor's degree","Married, spouse present","Catholic","MSA, not central city","Urban","North central","Biological mother and father","Permissive","Permissive","Private sector","MSA, central city","North central","Urban"
"1528",2062,16.64,19,3.442308,1983,28,32,114250,905,14,NA,2.331244,1.65826,1.337178,2.795462,2.875129,1.756324,2.103844,2.272198,1.597006,100000,69,190,190,19,18,19,18,0,2,52,3.192308,"No","No","Male","Non-black, non-hispanic","Master's degree","Married, spouse present","Protestant","MSA, not central city","Urban","South","Biological mother and father","Permissive",NA,"Private sector","MSA, not central city","West","Urban"
"561",3142,15.68,20,3.346154,1981,30,20,70000,440,NA,NA,1.717761,0.647416,2.024655,0.7550822,0.8763384,0.5461213,1.677835,1.439077,1.424562,94536,72,230,270,12,12,12,12,1,5,65,2.346154,"No","No","Male","Non-black, non-hispanic","Professional degree","Married, spouse present","Protestant","MSA, not central city","Rural","North central","Biological mother and father",NA,NA,"Private sector","MSA, not central city","North central","Urban"
"1134",4818,34.19,16,5.653846,1984,27,27,90200,567,8,4,1.310004,1.320068,1.7767,1.159403,0.6887042,0.986774,1.570444,1.556959,1.651043,95580,70,185,200,14,14,14,14,1,4,45,5.153846,"No","No","Male","Non-black, non-hispanic","Bachelor's degree","Cohabiting","Catholic","Not in MSA","Rural","North east","Biological mother and father","Authoritative","Authoritarian","Private sector","MSA, central city","North east","Urban"
